t,time,next_erupt_time,wait_time_minutes
2008-08-22 3:06,2008-08-22T03:06:00Z,2008-08-22T01:36:00Z,90
2008-08-22 4:36,2008-08-22T04:36:00Z,2008-08-22T03:06:00Z,90
2008-08-22 6:00,2008-08-22T06:00:00Z,2008-08-22T04:36:00Z,84
2008-08-22 7:36,2008-08-22T07:36:00Z,2008-08-22T06:00:00Z,96
2008-08-22 9:00,2008-08-22T09:00:00Z,2008-08-22T07:36:00Z,84
2008-08-22 10:30,2008-08-22T10:30:00Z,2008-08-22T09:00:00Z,90
2008-08-22 12:00,2008-08-22T12:00:00Z,2008-08-22T10:30:00Z,90
2008-08-22 13:24,2008-08-22T13:24:00Z,2008-08-22T12:00:00Z,84
2008-08-22 15:06,2008-08-22T15:06:00Z,2008-08-22T13:24:00Z,102
2008-08-22 16:36,2008-08-22T16:36:00Z,2008-08-22T15:06:00Z,90
2008-08-22 18:18,2008-08-22T18:18:00Z,2008-08-22T16:36:00Z,102
2008-08-22 19:54,2008-08-22T19:54:00Z,2008-08-22T18:18:00Z,96
2008-08-22 21:36,2008-08-22T21:36:00Z,2008-08-22T19:54:00Z,102
2008-08-22 23:06,2008-08-22T23:06:00Z,2008-08-22T21:36:00Z,90
2008-08-23 0:42,2008-08-23T00:42:00Z,2008-08-22T23:06:00Z,96
2008-08-23 2:06,2008-08-23T02:06:00Z,2008-08-23T00:42:00Z,84
2008-08-23 3:42,2008-08-23T03:42:00Z,2008-08-23T02:06:00Z,96
2008-08-23 5:18,2008-08-23T05:18:00Z,2008-08-23T03:42:00Z,96
2008-08-23 6:48,2008-08-23T06:48:00Z,2008-08-23T05:18:00Z,90
2008-08-23 8:24,2008-08-23T08:24:00Z,2008-08-23T06:48:00Z,96
2008-08-23 9:48,2008-08-23T09:48:00Z,2008-08-23T08:24:00Z,84
2008-08-23 11:18,2008-08-23T11:18:00Z,2008-08-23T09:48:00Z,90
2008-08-23 12:48,2008-08-23T12:48:00Z,2008-08-23T11:18:00Z,90
2008-08-23 14:18,2008-08-23T14:18:00Z,2008-08-23T12:48:00Z,90
2008-08-23 15:48,2008-08-23T15:48:00Z,2008-08-23T14:18:00Z,90
2008-08-23 17:30,2008-08-23T17:30:00Z,2008-08-23T15:48:00Z,102
2008-08-23 19:00,2008-08-23T19:00:00Z,2008-08-23T17:30:00Z,90
2008-08-23 20:42,2008-08-23T20:42:00Z,2008-08-23T19:00:00Z,102
2008-08-23 22:12,2008-08-23T22:12:00Z,2008-08-23T20:42:00Z,90
2008-08-23 23:42,2008-08-23T23:42:00Z,2008-08-23T22:12:00Z,90
2008-08-24 1:06,2008-08-24T01:06:00Z,2008-08-23T23:42:00Z,84
2008-08-24 2:42,2008-08-24T02:42:00Z,2008-08-24T01:06:00Z,96
2008-08-24 4:06,2008-08-24T04:06:00Z,2008-08-24T02:42:00Z,84
2008-08-24 5:42,2008-08-24T05:42:00Z,2008-08-24T04:06:00Z,96
2008-08-24 7:24,2008-08-24T07:24:00Z,2008-08-24T05:42:00Z,102
2008-08-24 8:54,2008-08-24T08:54:00Z,2008-08-24T07:24:00Z,90
2008-08-24 10:12,2008-08-24T10:12:00Z,2008-08-24T08:54:00Z,78
2008-08-24 11:54,2008-08-24T11:54:00Z,2008-08-24T10:12:00Z,102
2008-08-24 13:18,2008-08-24T13:18:00Z,2008-08-24T11:54:00Z,84
2008-08-24 14:54,2008-08-24T14:54:00Z,2008-08-24T13:18:00Z,96
2008-08-24 16:24,2008-08-24T16:24:00Z,2008-08-24T14:54:00Z,90
2008-08-24 17:54,2008-08-24T17:54:00Z,2008-08-24T16:24:00Z,90
2008-08-24 19:30,2008-08-24T19:30:00Z,2008-08-24T17:54:00Z,96
2008-08-24 21:06,2008-08-24T21:06:00Z,2008-08-24T19:30:00Z,96
2008-08-24 22:30,2008-08-24T22:30:00Z,2008-08-24T21:06:00Z,84
2008-08-25 0:12,2008-08-25T00:12:00Z,2008-08-24T22:30:00Z,102
2008-08-25 1:36,2008-08-25T01:36:00Z,2008-08-25T00:12:00Z,84
2008-08-25 3:06,2008-08-25T03:06:00Z,2008-08-25T01:36:00Z,90
2008-08-25 4:48,2008-08-25T04:48:00Z,2008-08-25T03:06:00Z,102
2008-08-25 6:12,2008-08-25T06:12:00Z,2008-08-25T04:48:00Z,84
2008-08-25 7:42,2008-08-25T07:42:00Z,2008-08-25T06:12:00Z,90
2008-08-25 9:18,2008-08-25T09:18:00Z,2008-08-25T07:42:00Z,96
2008-08-25 10:48,2008-08-25T10:48:00Z,2008-08-25T09:18:00Z,90
2008-08-25 12:18,2008-08-25T12:18:00Z,2008-08-25T10:48:00Z,90
2008-08-25 14:00,2008-08-25T14:00:00Z,2008-08-25T12:18:00Z,102
2008-08-25 15:30,2008-08-25T15:30:00Z,2008-08-25T14:00:00Z,90
2008-08-25 17:00,2008-08-25T17:00:00Z,2008-08-25T15:30:00Z,90
2008-08-25 18:30,2008-08-25T18:30:00Z,2008-08-25T17:00:00Z,90
2008-08-25 20:18,2008-08-25T20:18:00Z,2008-08-25T18:30:00Z,108
2008-08-25 21:54,2008-08-25T21:54:00Z,2008-08-25T20:18:00Z,96
2008-08-25 23:36,2008-08-25T23:36:00Z,2008-08-25T21:54:00Z,102
2008-08-26 0:54,2008-08-26T00:54:00Z,2008-08-25T23:36:00Z,78
2008-08-26 2:36,2008-08-26T02:36:00Z,2008-08-26T00:54:00Z,102
2008-08-26 4:18,2008-08-26T04:18:00Z,2008-08-26T02:36:00Z,102
2008-08-26 5:54,2008-08-26T05:54:00Z,2008-08-26T04:18:00Z,96
2008-08-26 7:30,2008-08-26T07:30:00Z,2008-08-26T05:54:00Z,96
2008-08-26 8:54,2008-08-26T08:54:00Z,2008-08-26T07:30:00Z,84
2008-08-26 10:36,2008-08-26T10:36:00Z,2008-08-26T08:54:00Z,102
2008-08-26 12:00,2008-08-26T12:00:00Z,2008-08-26T10:36:00Z,84
2008-08-26 13:36,2008-08-26T13:36:00Z,2008-08-26T12:00:00Z,96
2008-08-26 14:42,2008-08-26T14:42:00Z,2008-08-26T13:36:00Z,66
2008-08-26 16:18,2008-08-26T16:18:00Z,2008-08-26T14:42:00Z,96
2008-08-26 17:48,2008-08-26T17:48:00Z,2008-08-26T16:18:00Z,90
2008-08-26 19:18,2008-08-26T19:18:00Z,2008-08-26T17:48:00Z,90
2008-08-26 20:48,2008-08-26T20:48:00Z,2008-08-26T19:18:00Z,90
2008-08-26 22:24,2008-08-26T22:24:00Z,2008-08-26T20:48:00Z,96
2008-08-26 23:54,2008-08-26T23:54:00Z,2008-08-26T22:24:00Z,90
2008-08-27 1:18,2008-08-27T01:18:00Z,2008-08-26T23:54:00Z,84
2008-08-27 2:54,2008-08-27T02:54:00Z,2008-08-27T01:18:00Z,96
2008-08-27 4:18,2008-08-27T04:18:00Z,2008-08-27T02:54:00Z,84
2008-08-27 5:54,2008-08-27T05:54:00Z,2008-08-27T04:18:00Z,96
2008-08-27 7:30,2008-08-27T07:30:00Z,2008-08-27T05:54:00Z,96
2008-08-27 8:54,2008-08-27T08:54:00Z,2008-08-27T07:30:00Z,84
2008-08-27 12:06,2008-08-27T12:06:00Z,2008-08-27T08:54:00Z,192
2008-08-27 13:36,2008-08-27T13:36:00Z,2008-08-27T12:06:00Z,90
2008-08-27 15:18,2008-08-27T15:18:00Z,2008-08-27T13:36:00Z,102
2008-08-27 18:48,2008-08-27T18:48:00Z,2008-08-27T15:18:00Z,210
2008-08-27 20:12,2008-08-27T20:12:00Z,2008-08-27T18:48:00Z,84
2008-08-27 21:48,2008-08-27T21:48:00Z,2008-08-27T20:12:00Z,96
2008-08-27 23:18,2008-08-27T23:18:00Z,2008-08-27T21:48:00Z,90
2008-08-28 0:42,2008-08-28T00:42:00Z,2008-08-27T23:18:00Z,84
2008-08-28 2:12,2008-08-28T02:12:00Z,2008-08-28T00:42:00Z,90
2008-08-28 3:42,2008-08-28T03:42:00Z,2008-08-28T02:12:00Z,90
2008-08-28 5:12,2008-08-28T05:12:00Z,2008-08-28T03:42:00Z,90
2008-08-28 6:48,2008-08-28T06:48:00Z,2008-08-28T05:12:00Z,96
2008-08-28 8:18,2008-08-28T08:18:00Z,2008-08-28T06:48:00Z,90
2008-08-28 9:54,2008-08-28T09:54:00Z,2008-08-28T08:18:00Z,96
2008-08-28 11:18,2008-08-28T11:18:00Z,2008-08-28T09:54:00Z,84
2008-08-28 12:54,2008-08-28T12:54:00Z,2008-08-28T11:18:00Z,96
2008-08-28 14:18,2008-08-28T14:18:00Z,2008-08-28T12:54:00Z,84
2008-08-28 15:54,2008-08-28T15:54:00Z,2008-08-28T14:18:00Z,96
2008-08-28 17:18,2008-08-28T17:18:00Z,2008-08-28T15:54:00Z,84
2008-08-28 19:00,2008-08-28T19:00:00Z,2008-08-28T17:18:00Z,102
2008-08-28 20:30,2008-08-28T20:30:00Z,2008-08-28T19:00:00Z,90
2008-08-28 22:06,2008-08-28T22:06:00Z,2008-08-28T20:30:00Z,96
2008-08-28 23:36,2008-08-28T23:36:00Z,2008-08-28T22:06:00Z,90
2008-08-29 1:00,2008-08-29T01:00:00Z,2008-08-28T23:36:00Z,84
2008-08-29 2:48,2008-08-29T02:48:00Z,2008-08-29T01:00:00Z,108
2008-08-29 4:12,2008-08-29T04:12:00Z,2008-08-29T02:48:00Z,84
2008-08-29 5:48,2008-08-29T05:48:00Z,2008-08-29T04:12:00Z,96
2008-08-29 7:12,2008-08-29T07:12:00Z,2008-08-29T05:48:00Z,84
2008-08-29 8:48,2008-08-29T08:48:00Z,2008-08-29T07:12:00Z,96
2008-08-29 10:18,2008-08-29T10:18:00Z,2008-08-29T08:48:00Z,90
2008-08-29 11:48,2008-08-29T11:48:00Z,2008-08-29T10:18:00Z,90
2008-08-29 13:30,2008-08-29T13:30:00Z,2008-08-29T11:48:00Z,102
2008-08-29 15:00,2008-08-29T15:00:00Z,2008-08-29T13:30:00Z,90
2008-08-29 16:36,2008-08-29T16:36:00Z,2008-08-29T15:00:00Z,96
2008-08-29 18:12,2008-08-29T18:12:00Z,2008-08-29T16:36:00Z,96
2008-08-29 19:42,2008-08-29T19:42:00Z,2008-08-29T18:12:00Z,90
2008-08-29 21:12,2008-08-29T21:12:00Z,2008-08-29T19:42:00Z,90
2008-08-29 22:42,2008-08-29T22:42:00Z,2008-08-29T21:12:00Z,90
2008-08-30 0:18,2008-08-30T00:18:00Z,2008-08-29T22:42:00Z,96
2008-08-30 1:48,2008-08-30T01:48:00Z,2008-08-30T00:18:00Z,90
2008-08-30 3:24,2008-08-30T03:24:00Z,2008-08-30T01:48:00Z,96
2008-08-30 4:54,2008-08-30T04:54:00Z,2008-08-30T03:24:00Z,90
2008-08-30 6:24,2008-08-30T06:24:00Z,2008-08-30T04:54:00Z,90
2008-08-30 8:00,2008-08-30T08:00:00Z,2008-08-30T06:24:00Z,96
2008-08-30 9:24,2008-08-30T09:24:00Z,2008-08-30T08:00:00Z,84
2008-08-30 11:00,2008-08-30T11:00:00Z,2008-08-30T09:24:00Z,96
2008-08-30 12:24,2008-08-30T12:24:00Z,2008-08-30T11:00:00Z,84
2008-08-30 13:54,2008-08-30T13:54:00Z,2008-08-30T12:24:00Z,90
2008-08-30 15:36,2008-08-30T15:36:00Z,2008-08-30T13:54:00Z,102
2008-08-30 17:24,2008-08-30T17:24:00Z,2008-08-30T15:36:00Z,108
2008-08-30 18:48,2008-08-30T18:48:00Z,2008-08-30T17:24:00Z,84
2008-08-30 20:12,2008-08-30T20:12:00Z,2008-08-30T18:48:00Z,84
2008-08-30 21:54,2008-08-30T21:54:00Z,2008-08-30T20:12:00Z,102
2008-08-30 23:24,2008-08-30T23:24:00Z,2008-08-30T21:54:00Z,90
2008-08-31 2:00,2008-08-31T02:00:00Z,2008-08-30T23:24:00Z,156
2008-08-31 3:36,2008-08-31T03:36:00Z,2008-08-31T02:00:00Z,96
2008-08-31 5:06,2008-08-31T05:06:00Z,2008-08-31T03:36:00Z,90
2008-08-31 6:36,2008-08-31T06:36:00Z,2008-08-31T05:06:00Z,90
2008-08-31 8:06,2008-08-31T08:06:00Z,2008-08-31T06:36:00Z,90
2008-08-31 9:48,2008-08-31T09:48:00Z,2008-08-31T08:06:00Z,102
2008-08-31 11:24,2008-08-31T11:24:00Z,2008-08-31T09:48:00Z,96
2008-08-31 13:12,2008-08-31T13:12:00Z,2008-08-31T11:24:00Z,108
2008-08-31 14:48,2008-08-31T14:48:00Z,2008-08-31T13:12:00Z,96
2008-08-31 16:18,2008-08-31T16:18:00Z,2008-08-31T14:48:00Z,90
2008-08-31 17:54,2008-08-31T17:54:00Z,2008-08-31T16:18:00Z,96
2008-08-31 19:36,2008-08-31T19:36:00Z,2008-08-31T17:54:00Z,102
2008-08-31 21:12,2008-08-31T21:12:00Z,2008-08-31T19:36:00Z,96
2008-08-31 22:36,2008-08-31T22:36:00Z,2008-08-31T21:12:00Z,84
2008-09-01 0:06,2008-09-01T00:06:00Z,2008-08-31T22:36:00Z,90
2008-09-01 1:48,2008-09-01T01:48:00Z,2008-09-01T00:06:00Z,102
2008-09-01 3:18,2008-09-01T03:18:00Z,2008-09-01T01:48:00Z,90
2008-09-01 5:00,2008-09-01T05:00:00Z,2008-09-01T03:18:00Z,102
2008-09-01 6:30,2008-09-01T06:30:00Z,2008-09-01T05:00:00Z,90
2008-09-01 8:12,2008-09-01T08:12:00Z,2008-09-01T06:30:00Z,102
2008-09-01 9:36,2008-09-01T09:36:00Z,2008-09-01T08:12:00Z,84
2008-09-01 11:18,2008-09-01T11:18:00Z,2008-09-01T09:36:00Z,102
2008-09-01 13:06,2008-09-01T13:06:00Z,2008-09-01T11:18:00Z,108
2008-09-01 14:36,2008-09-01T14:36:00Z,2008-09-01T13:06:00Z,90
2008-09-01 16:06,2008-09-01T16:06:00Z,2008-09-01T14:36:00Z,90
2008-09-01 17:36,2008-09-01T17:36:00Z,2008-09-01T16:06:00Z,90
2008-09-01 18:42,2008-09-01T18:42:00Z,2008-09-01T17:36:00Z,66
2008-09-01 20:24,2008-09-01T20:24:00Z,2008-09-01T18:42:00Z,102
2008-09-01 21:48,2008-09-01T21:48:00Z,2008-09-01T20:24:00Z,84
2008-09-01 23:30,2008-09-01T23:30:00Z,2008-09-01T21:48:00Z,102
2008-09-02 1:00,2008-09-02T01:00:00Z,2008-09-01T23:30:00Z,90
2008-09-02 2:30,2008-09-02T02:30:00Z,2008-09-02T01:00:00Z,90
2008-09-02 4:00,2008-09-02T04:00:00Z,2008-09-02T02:30:00Z,90
2008-09-02 5:24,2008-09-02T05:24:00Z,2008-09-02T04:00:00Z,84
2008-09-02 6:48,2008-09-02T06:48:00Z,2008-09-02T05:24:00Z,84
2008-09-02 8:24,2008-09-02T08:24:00Z,2008-09-02T06:48:00Z,96
2008-09-02 9:48,2008-09-02T09:48:00Z,2008-09-02T08:24:00Z,84
2008-09-02 11:36,2008-09-02T11:36:00Z,2008-09-02T09:48:00Z,108
2008-09-02 13:00,2008-09-02T13:00:00Z,2008-09-02T11:36:00Z,84
2008-09-02 14:24,2008-09-02T14:24:00Z,2008-09-02T13:00:00Z,84
2008-09-02 15:54,2008-09-02T15:54:00Z,2008-09-02T14:24:00Z,90
2008-09-02 17:24,2008-09-02T17:24:00Z,2008-09-02T15:54:00Z,90
2008-09-02 19:00,2008-09-02T19:00:00Z,2008-09-02T17:24:00Z,96
2008-09-02 20:42,2008-09-02T20:42:00Z,2008-09-02T19:00:00Z,102
2008-09-02 22:18,2008-09-02T22:18:00Z,2008-09-02T20:42:00Z,96
2008-09-02 23:48,2008-09-02T23:48:00Z,2008-09-02T22:18:00Z,90
2008-09-03 1:24,2008-09-03T01:24:00Z,2008-09-02T23:48:00Z,96
2008-09-03 2:36,2008-09-03T02:36:00Z,2008-09-03T01:24:00Z,72
2008-09-03 4:12,2008-09-03T04:12:00Z,2008-09-03T02:36:00Z,96
2008-09-03 5:42,2008-09-03T05:42:00Z,2008-09-03T04:12:00Z,90
2008-09-03 7:12,2008-09-03T07:12:00Z,2008-09-03T05:42:00Z,90
2008-09-03 8:48,2008-09-03T08:48:00Z,2008-09-03T07:12:00Z,96
2008-09-03 10:18,2008-09-03T10:18:00Z,2008-09-03T08:48:00Z,90
2008-09-03 12:00,2008-09-03T12:00:00Z,2008-09-03T10:18:00Z,102
2008-09-03 13:24,2008-09-03T13:24:00Z,2008-09-03T12:00:00Z,84
2008-09-03 15:00,2008-09-03T15:00:00Z,2008-09-03T13:24:00Z,96
2008-09-03 16:24,2008-09-03T16:24:00Z,2008-09-03T15:00:00Z,84
2008-09-03 18:00,2008-09-03T18:00:00Z,2008-09-03T16:24:00Z,96
2008-09-03 19:36,2008-09-03T19:36:00Z,2008-09-03T18:00:00Z,96
2008-09-03 21:06,2008-09-03T21:06:00Z,2008-09-03T19:36:00Z,90
2008-09-03 22:24,2008-09-03T22:24:00Z,2008-09-03T21:06:00Z,78
2008-09-04 0:06,2008-09-04T00:06:00Z,2008-09-03T22:24:00Z,102
2008-09-04 1:36,2008-09-04T01:36:00Z,2008-09-04T00:06:00Z,90
2008-09-04 3:12,2008-09-04T03:12:00Z,2008-09-04T01:36:00Z,96
2008-09-04 4:48,2008-09-04T04:48:00Z,2008-09-04T03:12:00Z,96
2008-09-04 6:30,2008-09-04T06:30:00Z,2008-09-04T04:48:00Z,102
2008-09-04 7:54,2008-09-04T07:54:00Z,2008-09-04T06:30:00Z,84
2008-09-04 9:30,2008-09-04T09:30:00Z,2008-09-04T07:54:00Z,96
2008-09-04 11:06,2008-09-04T11:06:00Z,2008-09-04T09:30:00Z,96
2008-09-04 12:42,2008-09-04T12:42:00Z,2008-09-04T11:06:00Z,96
2008-09-04 14:06,2008-09-04T14:06:00Z,2008-09-04T12:42:00Z,84
2008-09-04 15:36,2008-09-04T15:36:00Z,2008-09-04T14:06:00Z,90
2008-09-04 17:00,2008-09-04T17:00:00Z,2008-09-04T15:36:00Z,84
2008-09-04 18:42,2008-09-04T18:42:00Z,2008-09-04T17:00:00Z,102
2008-09-04 20:06,2008-09-04T20:06:00Z,2008-09-04T18:42:00Z,84
2008-09-04 21:48,2008-09-04T21:48:00Z,2008-09-04T20:06:00Z,102
2008-09-04 23:24,2008-09-04T23:24:00Z,2008-09-04T21:48:00Z,96
2008-09-05 0:48,2008-09-05T00:48:00Z,2008-09-04T23:24:00Z,84
2008-09-05 2:24,2008-09-05T02:24:00Z,2008-09-05T00:48:00Z,96
2008-09-05 3:54,2008-09-05T03:54:00Z,2008-09-05T02:24:00Z,90
2008-09-05 4:48,2008-09-05T04:48:00Z,2008-09-05T03:54:00Z,54
2008-09-05 6:24,2008-09-05T06:24:00Z,2008-09-05T04:48:00Z,96
2008-09-05 8:00,2008-09-05T08:00:00Z,2008-09-05T06:24:00Z,96
2008-09-05 9:42,2008-09-05T09:42:00Z,2008-09-05T08:00:00Z,102
2008-09-05 11:12,2008-09-05T11:12:00Z,2008-09-05T09:42:00Z,90
2008-09-05 12:54,2008-09-05T12:54:00Z,2008-09-05T11:12:00Z,102
2008-09-05 14:30,2008-09-05T14:30:00Z,2008-09-05T12:54:00Z,96
2008-09-05 15:54,2008-09-05T15:54:00Z,2008-09-05T14:30:00Z,84
2008-09-05 17:24,2008-09-05T17:24:00Z,2008-09-05T15:54:00Z,90
2008-09-05 18:42,2008-09-05T18:42:00Z,2008-09-05T17:24:00Z,78
2008-09-05 20:24,2008-09-05T20:24:00Z,2008-09-05T18:42:00Z,102
2008-09-05 21:54,2008-09-05T21:54:00Z,2008-09-05T20:24:00Z,90
2008-09-05 23:18,2008-09-05T23:18:00Z,2008-09-05T21:54:00Z,84
2008-09-06 0:42,2008-09-06T00:42:00Z,2008-09-05T23:18:00Z,84
2008-09-06 2:12,2008-09-06T02:12:00Z,2008-09-06T00:42:00Z,90
2008-09-06 3:36,2008-09-06T03:36:00Z,2008-09-06T02:12:00Z,84
2008-09-06 5:12,2008-09-06T05:12:00Z,2008-09-06T03:36:00Z,96
2008-09-06 6:42,2008-09-06T06:42:00Z,2008-09-06T05:12:00Z,90
2008-09-06 8:12,2008-09-06T08:12:00Z,2008-09-06T06:42:00Z,90
2008-09-06 9:48,2008-09-06T09:48:00Z,2008-09-06T08:12:00Z,96
2008-09-06 11:18,2008-09-06T11:18:00Z,2008-09-06T09:48:00Z,90
2008-09-06 13:00,2008-09-06T13:00:00Z,2008-09-06T11:18:00Z,102
2008-09-06 14:30,2008-09-06T14:30:00Z,2008-09-06T13:00:00Z,90
2008-09-06 16:06,2008-09-06T16:06:00Z,2008-09-06T14:30:00Z,96
2008-09-06 17:42,2008-09-06T17:42:00Z,2008-09-06T16:06:00Z,96
2008-09-06 19:18,2008-09-06T19:18:00Z,2008-09-06T17:42:00Z,96
2008-09-06 20:48,2008-09-06T20:48:00Z,2008-09-06T19:18:00Z,90
2008-09-06 22:18,2008-09-06T22:18:00Z,2008-09-06T20:48:00Z,90
2008-09-06 23:48,2008-09-06T23:48:00Z,2008-09-06T22:18:00Z,90
2008-09-07 1:18,2008-09-07T01:18:00Z,2008-09-06T23:48:00Z,90
2008-09-07 2:36,2008-09-07T02:36:00Z,2008-09-07T01:18:00Z,78
2008-09-07 4:06,2008-09-07T04:06:00Z,2008-09-07T02:36:00Z,90
2008-09-07 5:42,2008-09-07T05:42:00Z,2008-09-07T04:06:00Z,96
2008-09-07 7:06,2008-09-07T07:06:00Z,2008-09-07T05:42:00Z,84
2008-09-07 8:48,2008-09-07T08:48:00Z,2008-09-07T07:06:00Z,102
2008-09-07 10:24,2008-09-07T10:24:00Z,2008-09-07T08:48:00Z,96
2008-09-07 11:54,2008-09-07T11:54:00Z,2008-09-07T10:24:00Z,90
2008-09-07 13:24,2008-09-07T13:24:00Z,2008-09-07T11:54:00Z,90
2008-09-07 15:00,2008-09-07T15:00:00Z,2008-09-07T13:24:00Z,96
2008-09-07 16:06,2008-09-07T16:06:00Z,2008-09-07T15:00:00Z,66
2008-09-07 17:54,2008-09-07T17:54:00Z,2008-09-07T16:06:00Z,108
2008-09-07 19:24,2008-09-07T19:24:00Z,2008-09-07T17:54:00Z,90
2008-09-07 21:00,2008-09-07T21:00:00Z,2008-09-07T19:24:00Z,96
2008-09-07 22:30,2008-09-07T22:30:00Z,2008-09-07T21:00:00Z,90
2008-09-08 0:00,2008-09-08T00:00:00Z,2008-09-07T22:30:00Z,90
2008-09-08 1:42,2008-09-08T01:42:00Z,2008-09-08T00:00:00Z,102
2008-09-08 3:24,2008-09-08T03:24:00Z,2008-09-08T01:42:00Z,102
2008-09-08 4:48,2008-09-08T04:48:00Z,2008-09-08T03:24:00Z,84
2008-09-08 6:42,2008-09-08T06:42:00Z,2008-09-08T04:48:00Z,114
2008-09-08 8:12,2008-09-08T08:12:00Z,2008-09-08T06:42:00Z,90
2008-09-08 9:48,2008-09-08T09:48:00Z,2008-09-08T08:12:00Z,96
2008-09-08 11:12,2008-09-08T11:12:00Z,2008-09-08T09:48:00Z,84
2008-09-08 12:54,2008-09-08T12:54:00Z,2008-09-08T11:12:00Z,102
2008-09-08 14:18,2008-09-08T14:18:00Z,2008-09-08T12:54:00Z,84
2008-09-08 15:42,2008-09-08T15:42:00Z,2008-09-08T14:18:00Z,84
2008-09-08 17:12,2008-09-08T17:12:00Z,2008-09-08T15:42:00Z,90
2008-09-08 18:42,2008-09-08T18:42:00Z,2008-09-08T17:12:00Z,90
2008-09-08 20:12,2008-09-08T20:12:00Z,2008-09-08T18:42:00Z,90
2008-09-08 21:42,2008-09-08T21:42:00Z,2008-09-08T20:12:00Z,90
2008-09-08 23:12,2008-09-08T23:12:00Z,2008-09-08T21:42:00Z,90
2008-09-09 0:30,2008-09-09T00:30:00Z,2008-09-08T23:12:00Z,78
2008-09-09 2:06,2008-09-09T02:06:00Z,2008-09-09T00:30:00Z,96
2008-09-09 3:42,2008-09-09T03:42:00Z,2008-09-09T02:06:00Z,96
2008-09-09 5:12,2008-09-09T05:12:00Z,2008-09-09T03:42:00Z,90
2008-09-09 6:48,2008-09-09T06:48:00Z,2008-09-09T05:12:00Z,96
2008-09-09 8:06,2008-09-09T08:06:00Z,2008-09-09T06:48:00Z,78
2008-09-09 9:48,2008-09-09T09:48:00Z,2008-09-09T08:06:00Z,102
2008-09-09 11:06,2008-09-09T11:06:00Z,2008-09-09T09:48:00Z,78
2008-09-09 12:42,2008-09-09T12:42:00Z,2008-09-09T11:06:00Z,96
2008-09-09 14:18,2008-09-09T14:18:00Z,2008-09-09T12:42:00Z,96
2008-09-09 15:48,2008-09-09T15:48:00Z,2008-09-09T14:18:00Z,90
2008-09-09 17:24,2008-09-09T17:24:00Z,2008-09-09T15:48:00Z,96
2008-09-09 18:54,2008-09-09T18:54:00Z,2008-09-09T17:24:00Z,90
2008-09-09 20:30,2008-09-09T20:30:00Z,2008-09-09T18:54:00Z,96
2008-09-09 21:54,2008-09-09T21:54:00Z,2008-09-09T20:30:00Z,84
2008-09-09 23:30,2008-09-09T23:30:00Z,2008-09-09T21:54:00Z,96
2008-09-10 1:00,2008-09-10T01:00:00Z,2008-09-09T23:30:00Z,90
2008-09-10 2:30,2008-09-10T02:30:00Z,2008-09-10T01:00:00Z,90
2008-09-10 4:00,2008-09-10T04:00:00Z,2008-09-10T02:30:00Z,90
2008-09-10 5:42,2008-09-10T05:42:00Z,2008-09-10T04:00:00Z,102
2008-09-10 7:18,2008-09-10T07:18:00Z,2008-09-10T05:42:00Z,96
2008-09-10 8:42,2008-09-10T08:42:00Z,2008-09-10T07:18:00Z,84
2008-09-10 9:54,2008-09-10T09:54:00Z,2008-09-10T08:42:00Z,72
2008-09-10 11:36,2008-09-10T11:36:00Z,2008-09-10T09:54:00Z,102
2008-09-10 13:12,2008-09-10T13:12:00Z,2008-09-10T11:36:00Z,96
2008-09-10 14:24,2008-09-10T14:24:00Z,2008-09-10T13:12:00Z,72
2008-09-10 15:54,2008-09-10T15:54:00Z,2008-09-10T14:24:00Z,90
2008-09-10 17:00,2008-09-10T17:00:00Z,2008-09-10T15:54:00Z,66
2008-09-10 18:36,2008-09-10T18:36:00Z,2008-09-10T17:00:00Z,96
2008-09-10 20:00,2008-09-10T20:00:00Z,2008-09-10T18:36:00Z,84
2008-09-10 21:30,2008-09-10T21:30:00Z,2008-09-10T20:00:00Z,90
2008-09-10 23:06,2008-09-10T23:06:00Z,2008-09-10T21:30:00Z,96
2008-09-11 0:36,2008-09-11T00:36:00Z,2008-09-10T23:06:00Z,90
2008-09-11 2:06,2008-09-11T02:06:00Z,2008-09-11T00:36:00Z,90
2008-09-11 3:18,2008-09-11T03:18:00Z,2008-09-11T02:06:00Z,72
2008-09-11 4:42,2008-09-11T04:42:00Z,2008-09-11T03:18:00Z,84
2008-09-11 6:12,2008-09-11T06:12:00Z,2008-09-11T04:42:00Z,90
2008-09-11 7:48,2008-09-11T07:48:00Z,2008-09-11T06:12:00Z,96
2008-09-11 9:12,2008-09-11T09:12:00Z,2008-09-11T07:48:00Z,84
2008-09-11 10:42,2008-09-11T10:42:00Z,2008-09-11T09:12:00Z,90
2008-09-11 12:24,2008-09-11T12:24:00Z,2008-09-11T10:42:00Z,102
2008-09-11 14:00,2008-09-11T14:00:00Z,2008-09-11T12:24:00Z,96
2008-09-11 15:30,2008-09-11T15:30:00Z,2008-09-11T14:00:00Z,90
2008-09-11 17:00,2008-09-11T17:00:00Z,2008-09-11T15:30:00Z,90
2008-09-11 18:54,2008-09-11T18:54:00Z,2008-09-11T17:00:00Z,114
2008-09-11 20:18,2008-09-11T20:18:00Z,2008-09-11T18:54:00Z,84
2008-09-11 21:48,2008-09-11T21:48:00Z,2008-09-11T20:18:00Z,90
2008-09-11 23:18,2008-09-11T23:18:00Z,2008-09-11T21:48:00Z,90
